aknosom__head	3	guarding_reload	1
aknosom__head	6	guarding_reload	2
aknosom__chest	3	guarding_reload	1
aknosom__chest	6	guard	1
aknosom__arms	3	feat_of_agility	1
aknosom__arms	6	power_prolonger	1
aknosom__waist	3	critical_eye	1
aknosom__waist	6	peak_performance	1
aknosom__legs	3	fire_attack	1
aknosom__legs	6	fire_attack	2
almudron__head	4	water_attack_boost_secret	1
almudron__head	4	water_attack	1
almudron__head	6	sneak_attack	1
almudron__chest	4	water_attack_boost_secret	1
almudron__chest	4	water_attack	1
almudron__chest	6	water_attack	2
almudron__arms	4	ballistic	1
almudron__arms	6	artful_dodger	1
almudron__waist	4	water_attack_boost_secret	1
almudron__waist	4	reload_speed	1
almudron__waist	6	spare_shot	1
almudron__legs	4	feat_of_agility	1
almudron__legs	6	lock_on	1
almudron__legs	8	feat_of_agility	2
anjanath__head	4	fire_attack	2
anjanath__head	6	fire_resistance	1
anjanath__chest	4	special_boost	1
anjanath__chest	6	special_boost	2
anjanath__arms	4	fire_attack	1
anjanath__arms	6	fire_attack	2
anjanath__waist	4	fire_resistance	1
anjanath__waist	6	special_boost	1
anjanath__legs	4	peak_performance	1
anjanath__legs	6	peak_performance	2
arzuros__head	2	multi_attack_boost	1
arzuros__head	4	multiplayer_boost	1
arzuros__chest	2	multi_attack_boost	1
arzuros__chest	4	multi_attack_boost	2
arzuros__chest	6	multi_attack_boost	3
arzuros__arms	2	focus	1
arzuros__arms	4	concentration	1
arzuros__arms	6	focus	2
arzuros__waist	2	morph_boost	1
arzuros__waist	6	morph_boost	2
arzuros__legs	2	brutal_strike	1
arzuros__legs	6	special_boost	1
astalos__head	5	thunder_attack_boost_secret	1
astalos__head	6	reload_speed	1
astalos__head	8	thunder_attack	1
astalos__chest	5	thunder_attack_boost_secret	1
astalos__chest	6	auto_just_dodge	1
astalos__chest	8	auto_just_dodge	2
astalos__arms	5	thunder_attack_boost_secret	1
astalos__arms	6	auto_just_dodge	1
astalos__arms	8	burst_dodger	1
astalos__waist	5	thunder_attack_boost_secret	1
astalos__waist	6	critical_element	1
astalos__waist	8	critical_eye	1
astalos__legs	5	thunder_attack_boost_secret	1
astalos__legs	6	thunder_attack	1
astalos__legs	8	thunder_attack	2
azure_rathalos__head	5	focus	1
azure_rathalos__head	6	focus	2
azure_rathalos__chest	5	earplugs	1
azure_rathalos__chest	5	fire_attack	1
azure_rathalos__chest	6	earplugs	2
azure_rathalos__arms	5	critical_boost	1
azure_rathalos__arms	6	critical_boost	2
azure_rathalos__waist	5	special_boost	1
azure_rathalos__waist	6	critical_boost	1
azure_rathalos__legs	5	reload_speed	2
azure_rathalos__legs	6	fire_attack	1
banbaro__head	3	tremor_resistance	1
banbaro__head	4	recoil_down	1
banbaro__chest	3	concentration	1
banbaro__chest	6	partbreaker	1
banbaro__arms	3	offensive_guard	1
banbaro__arms	4	tremor_resistance	1
banbaro__arms	6	offensive_guard	2
banbaro__waist	3	attack_boost	1
banbaro__waist	4	firm_foothold	1
banbaro__waist	6	attack_boost	2
banbaro__legs	3	divine_blessing	1
banbaro__legs	6	concentration	1
barioth__head	4	evade_extender	1
barioth__head	4	airborne	1
barioth__head	6	airborne	2
barioth__chest	4	ice_resistance	1
barioth__chest	6	ice_attack	1
barioth__arms	4	ice_attack	1
barioth__arms	6	ice_attack	2
barioth__waist	4	airborne	1
barioth__waist	6	ice_resistance	1
barioth__legs	4	sneak_attack	1
barioth__legs	6	evade_extender	1
barroth__head	2	defense_boost	1
barroth__head	4	offensive_guard	1
barroth__chest	2	offensive_guard	1
barroth__chest	6	offensive_guard	2
barroth__arms	2	guard	1
barroth__arms	6	guard	2
barroth__waist	2	defense_boost	1
barroth__waist	4	guard	1
barroth__legs	2	recoil_down	1
barroth__legs	4	defense_boost	1
barroth__legs	6	defense_boost	2
basarios__head	2	sleep_resistance	1
basarios__head	4	sleep_resistance	2
basarios__chest	2	artillery	1
basarios__chest	6	artillery	2
basarios__arms	2	recoil_down	1
basarios__arms	6	recoil_down	2
basarios__waist	2	fire_attack	1
basarios__waist	6	fire_attack	2
basarios__legs	2	artillery	1
basarios__legs	4	guard	1
bazelgeuse__head	5	reload_speed	1
bazelgeuse__head	6	reload_speed	2
bazelgeuse__head	8	artillery	1
bazelgeuse__chest	5	bravery	1
bazelgeuse__chest	6	bravery	2
bazelgeuse__chest	8	bravery	3
bazelgeuse__arms	5	brutal_strike	1
bazelgeuse__arms	6	brutal_strike	2
bazelgeuse__waist	5	artillery	1
bazelgeuse__waist	6	artillery	2
bazelgeuse__legs	5	bravery	1
bazelgeuse__legs	6	blast_attack	1
bazelgeuse__legs	8	bravery	2
beotodus__head	4	peak_performance	2
beotodus__head	6	peak_performance	3
beotodus__chest	4	charge_up	1
beotodus__chest	6	slugger	2
beotodus__arms	4	lock_on	1
beotodus__arms	4	focus	1
beotodus__arms	6	focus	2
beotodus__waist	4	guarding_reload	1
beotodus__waist	6	guarding_reload	2
beotodus__waist	8	ice_attack	1
beotodus__legs	4	charge_up	1
beotodus__legs	6	charge_up	2
bishaten__head	3	pursuit_paralysis	1
bishaten__head	6	pursuit_paralysis	2
bishaten__chest	3	reload_speed	1
bishaten__chest	4	burst	1
bishaten__chest	6	burst	2
bishaten__arms	3	slugger	1
bishaten__arms	4	airborne	1
bishaten__arms	6	slugger	2
bishaten__waist	3	pursuit_paralysis	1
bishaten__waist	4	multi_attack_boost	1
bishaten__waist	6	multi_attack_boost	2
bishaten__legs	3	feat_of_agility	1
bishaten__legs	6	focus	2
black_diablos__head	5	partbreaker	2
black_diablos__head	6	resentment	1
black_diablos__chest	5	resentment	2
black_diablos__chest	6	firm_foothold	1
black_diablos__arms	5	resentment	1
black_diablos__arms	6	focus	1
black_diablos__waist	5	lock_on	1
black_diablos__waist	6	heroics	1
black_diablos__legs	5	heroics	1
black_diablos__legs	6	offensive_guard	1
brute_tigrex__head	5	attack_boost_secret	1
brute_tigrex__head	6	disable_perfect_evade	1
brute_tigrex__head	8	disable_perfect_evade	2
brute_tigrex__chest	5	attack_boost_secret	1
brute_tigrex__chest	6	lock_on	1
brute_tigrex__chest	8	attack_boost	1
brute_tigrex__arms	5	attack_boost_secret	1
brute_tigrex__arms	6	reload_speed	1
brute_tigrex__arms	8	recoil_down	1
brute_tigrex__waist	5	attack_boost_secret	1
brute_tigrex__waist	6	attack_boost	1
brute_tigrex__waist	8	attack_boost	2
brute_tigrex__legs	5	attack_boost_secret	1
brute_tigrex__legs	6	burst_dodger	1
brute_tigrex__legs	8	burst_dodger	2
chameleos__head	6	chameleos_poison	1
chameleos__head	6	pursuit_poison	1
chameleos__head	8	abnormal_status_enhancement	1
chameleos__chest	6	chameleos_poison	1
chameleos__chest	6	focus	1
chameleos__chest	8	focus	2
chameleos__arms	6	chameleos_poison	1
chameleos__arms	6	bravery	1
chameleos__arms	8	bravery	2
chameleos__waist	6	chameleos_poison	1
chameleos__waist	6	pursuit_poison	1
chameleos__waist	8	pursuit_poison	2
chameleos__legs	6	chameleos_poison	1
chameleos__legs	6	offensive_guard	1
chameleos__legs	8	guard	1
chatacabra__head	2	armor_up	1
chatacabra__head	4	sneak_attack	1
chatacabra__head	6	sneak_attack	2
chatacabra__chest	2	armor_up	1
chatacabra__chest	4	firm_foothold	1
chatacabra__chest	6	firm_foothold	2
chatacabra__arms	2	armor_up	1
chatacabra__arms	4	armor_up	2
chatacabra__waist	2	armor_up	1
chatacabra__waist	4	resentment	1
chatacabra__waist	6	resentment	2
chatacabra__legs	2	armor_up	1
chatacabra__legs	4	evasive_reload	1
chatacabra__legs	6	evasive_reload	2
coral_pukei_pukei__head	5	weakness_exploit	1
coral_pukei_pukei__head	6	lock_on	1
coral_pukei_pukei__head	8	weakness_exploit	2
coral_pukei_pukei__chest	5	power_prolonger	1
coral_pukei_pukei__chest	6	power_prolonger	2
coral_pukei_pukei__chest	8	rising_tide	1
coral_pukei_pukei__arms	5	rising_tide	1
coral_pukei_pukei__arms	6	airborne	1
coral_pukei_pukei__waist	5	reload_speed	1
coral_pukei_pukei__waist	6	recoil_down	1
coral_pukei_pukei__legs	5	power_prolonger	1
coral_pukei_pukei__legs	6	weakness_exploit	1
deviljho__head	5	slugger	1
deviljho__head	5	dragon_attack	1
deviljho__head	6	slugger	2
deviljho__chest	5	latent_power	1
deviljho__chest	6	latent_power	2
deviljho__arms	5	peak_performance	1
deviljho__arms	5	dragon_attack	1
deviljho__arms	6	peak_performance	2
deviljho__waist	5	dragon_attack	1
deviljho__waist	5	tremor_resistance	1
deviljho__waist	6	dragon_attack	2
deviljho__legs	5	guts	1
deviljho__legs	5	latent_power	1
deviljho__legs	6	guts	2
diablos__head	5	heroics	1
diablos__head	6	heroics	2
diablos__chest	5	slugger	1
diablos__chest	6	heroics	1
diablos__arms	5	heroics	2
diablos__arms	6	partbreaker	1
diablos__waist	5	partbreaker	1
diablos__waist	6	offensive_guard	1
diablos__legs	5	slugger	2
diablos__legs	6	partbreaker	1
ebony_odogaron__head	5	deathgaron	1
ebony_odogaron__head	8	resuscitate	1
ebony_odogaron__chest	5	latent_power	1
ebony_odogaron__chest	8	critical_element	1
ebony_odogaron__arms	5	deathgaron	1
ebony_odogaron__arms	6	deathgaron	2
ebony_odogaron__waist	5	critical_boost	1
ebony_odogaron__waist	6	critical_boost	2
ebony_odogaron__waist	8	perfect_evade_sp_charge	1
ebony_odogaron__legs	5	dragon_attack	1
ebony_odogaron__legs	6	dragon_attack	2
ebony_odogaron__legs	8	evade_extender	1
espinas__head	5	high_performance_fire	1
espinas__head	6	health_boost	1
espinas__chest	5	break_attack_boost	1
espinas__chest	6	break_attack_boost	2
espinas__chest	8	break_attack_boost	3
espinas__arms	5	part_break_special_boost	1
espinas__arms	6	lock_on	1
espinas__arms	8	part_break_special_boost	2
espinas__waist	5	break_attack_boost	1
espinas__waist	6	partbreaker	1
espinas__waist	8	break_attack_boost	2
espinas__legs	5	high_performance_fire	1
espinas__legs	6	high_performance_fire	2
fulgur_anjanath__head	5	part_break_special_boost	1
fulgur_anjanath__head	6	special_boost	1
fulgur_anjanath__head	8	part_break_special_boost	2
fulgur_anjanath__chest	5	high_performance_thunder	1
fulgur_anjanath__chest	6	health_boost	1
fulgur_anjanath__arms	5	high_performance_thunder	1
fulgur_anjanath__arms	6	high_performance_thunder	2
fulgur_anjanath__waist	5	special_boost	1
fulgur_anjanath__waist	6	lock_on	1
fulgur_anjanath__waist	8	special_boost	2
fulgur_anjanath__legs	5	concentration	1
fulgur_anjanath__legs	6	attack_up_critical_down	1
fulgur_anjanath__legs	8	concentration	2
garangolm__head	4	brutal_strike	1
garangolm__head	6	brutal_strike	2
garangolm__chest	4	guard_up	1
garangolm__chest	6	guard	1
garangolm__arms	4	disable_perfect_evade	1
garangolm__arms	6	disable_perfect_evade	2
garangolm__waist	4	disable_perfect_evade	1
garangolm__waist	6	reload_speed	1
garangolm__waist	8	reload_speed	2
garangolm__legs	4	disable_perfect_evade	1
garangolm__legs	6	lock_on	1
glavenus__head	5	attack_up_critical_down	1
glavenus__head	6	attack_up_critical_down	2
glavenus__chest	5	lock_on	1
glavenus__chest	6	attack_up_critical_down	1
glavenus__chest	8	attack_up_critical_down	2
glavenus__arms	5	weakness_exploit	1
glavenus__arms	6	weakness_exploit	2
glavenus__waist	5	feat_of_agility	1
glavenus__waist	6	feat_of_agility	2
glavenus__waist	8	sneak_attack	1
glavenus__legs	5	burst	1
glavenus__legs	6	artful_dodger	1
glavenus__legs	8	burst	2
gold_rathian__head	6	resentment	1
gold_rathian__head	8	divine_blessing	2
gold_rathian__chest	6	partbreaker	2
gold_rathian__arms	6	pursuit_poison	1
gold_rathian__arms	8	pursuit_poison	2
gold_rathian__waist	6	lock_on	1
gold_rathian__waist	8	resuscitate	1
gold_rathian__legs	6	pursuit_poison	1
gold_rathian__legs	8	poison_attack	1
gossharag__head	4	morph_attack_boost	1
gossharag__head	6	morph_boost	1
gossharag__chest	4	ice_attack_boost_secret	1
gossharag__chest	6	ice_attack	1
gossharag__chest	8	ice_attack	2
gossharag__arms	4	ice_attack_boost_secret	1
gossharag__arms	6	divine_blessing	1
gossharag__waist	4	ice_attack_boost_secret	1
gossharag__waist	6	morph_attack_boost	1
gossharag__waist	8	morph_attack_boost	2
gossharag__legs	4	morph_boost	1
gossharag__legs	6	lock_on	1
gossharag__legs	8	morph_boost	2
great_girros__head	2	paralysis_resistance	1
great_girros__head	4	paralysis_resistance	2
great_girros__chest	2	paralysis_resistance	1
great_girros__chest	6	sneak_attack	1
great_girros__arms	2	sneak_attack	1
great_girros__arms	6	earplugs	1
great_girros__waist	2	paralysis_attack	1
great_girros__waist	4	earplugs	1
great_girros__waist	6	earplugs	2
great_girros__legs	2	paralysis_attack	1
great_girros__legs	6	paralysis_attack	2
great_jagras__head	2	firm_foothold	1
great_jagras__head	6	firm_foothold	2
great_jagras__chest	2	rising_tide	1
great_jagras__chest	6	rising_tide	2
great_jagras__arms	2	firm_foothold	1
great_jagras__arms	4	water_attack	1
great_jagras__waist	2	fortify	1
great_jagras__waist	4	rising_tide	1
great_jagras__waist	6	fortify	2
great_jagras__legs	2	water_attack	1
great_jagras__legs	6	water_attack	2
great_wroggi__head	2	power_prolonger	1
great_wroggi__head	6	power_prolonger	2
great_wroggi__chest	2	ending_shot	1
great_wroggi__chest	6	recoil_down	1
great_wroggi__arms	2	critical_eye	1
great_wroggi__arms	6	critical_eye	2
great_wroggi__waist	2	guard	1
great_wroggi__waist	4	guard	2
great_wroggi__legs	2	ending_shot	1
great_wroggi__legs	6	ending_shot	2
jyuratodus__head	3	water_resistance	1
jyuratodus__head	4	last_stand	1
jyuratodus__chest	3	water_attack	1
jyuratodus__chest	4	last_stand	1
jyuratodus__arms	3	water_attack	1
jyuratodus__arms	6	water_attack	2
jyuratodus__waist	3	water_resistance	1
jyuratodus__waist	4	water_resistance	2
jyuratodus__legs	3	focus	1
jyuratodus__legs	4	last_stand	1
jyuratodus__legs	6	focus	2
khezu__head	4	paralysis_attack	1
khezu__head	6	sp_insurance	1
khezu__chest	4	thunder_attack	1
khezu__chest	6	thunder_attack	2
khezu__arms	4	sp_insurance	1
khezu__arms	4	fortify	1
khezu__arms	6	sp_insurance	2
khezu__waist	4	paralysis_resistance	1
khezu__waist	6	paralysis_resistance	2
khezu__legs	4	focus	1
khezu__legs	6	slugger	1
kirin__head	6	kirin_robe	1
kirin__head	6	lock_on	1
kirin__head	8	fighting_spirit	1
kirin__chest	6	kirin_robe	1
kirin__chest	6	critical_boost	1
kirin__chest	8	critical_eye	1
kirin__arms	6	kirin_robe	1
kirin__arms	6	critical_boost	1
kirin__arms	8	weakness_exploit	1
kirin__waist	6	kirin_robe	1
kirin__waist	6	critical_boost	1
kirin__waist	8	latent_power	1
kirin__legs	6	kirin_robe	1
kirin__legs	6	recoil_down	1
kirin__legs	8	recoil_down	2
kulu_ya_ku__head	2	lock_on	1
kulu_ya_ku__head	4	critical_eye	1
kulu_ya_ku__chest	2	guts	1
kulu_ya_ku__chest	6	guts	2
kulu_ya_ku__arms	2	last_stand	1
kulu_ya_ku__arms	4	critical_eye	1
kulu_ya_ku__waist	2	last_stand	1
kulu_ya_ku__waist	4	evade_extender	1
kulu_ya_ku__legs	2	critical_eye	1
kulu_ya_ku__legs	6	critical_eye	2
kushala_daora__head	6	kushala_bless	1
kushala_daora__head	6	reload_speed	1
kushala_daora__head	8	earplugs	1
kushala_daora__chest	6	kushala_bless	1
kushala_daora__chest	6	partbreaker	1
kushala_daora__chest	8	health_boost	1
kushala_daora__arms	6	kushala_bless	1
kushala_daora__arms	6	focus	1
kushala_daora__arms	8	evade_extender	1
kushala_daora__waist	6	kushala_bless	1
kushala_daora__waist	6	weakness_exploit	1
kushala_daora__waist	8	windproof	1
kushala_daora__legs	6	kushala_bless	1
kushala_daora__legs	6	airborne	1
kushala_daora__legs	8	artful_dodger	1
lagombi__head	2	special_boost	1
lagombi__head	4	evade_extender	1
lagombi__head	6	special_boost	2
lagombi__chest	2	attack_boost	1
lagombi__chest	4	attack_boost	2
lagombi__chest	6	attack_boost	3
lagombi__arms	2	multiplayer_boost	1
lagombi__arms	4	resentment	1
lagombi__waist	2	multiplayer_boost	1
lagombi__waist	4	multiplayer_boost	2
lagombi__legs	2	ice_attack	1
lagombi__legs	6	ice_attack	2
legiana__head	5	divine_blessing	1
legiana__head	6	ice_attack	1
legiana__chest	5	divine_blessing	2
legiana__chest	6	windproof	1
legiana__arms	5	reload_speed	1
legiana__arms	6	reload_speed	2
legiana__waist	5	ice_attack	2
legiana__waist	6	windproof	1
legiana__legs	5	reload_speed	1
legiana__legs	6	ice_resistance	1
lunagaron__head	4	recoil_down	1
lunagaron__head	6	ballistic	1
lunagaron__head	8	recoil_down	2
lunagaron__chest	4	high_performance_ice	1
lunagaron__chest	6	high_performance_ice	2
lunagaron__arms	4	charge_up	1
lunagaron__arms	6	charge_up	2
lunagaron__waist	4	health_boost	1
lunagaron__waist	6	health_boost	2
lunagaron__waist	8	health_boost	3
lunagaron__legs	4	ballistic	1
lunagaron__legs	6	burst	1
lunagaron__legs	8	ballistic	2
magnamalo__head	4	hellfire_cloak	1
magnamalo__head	6	hellfire_cloak	2
magnamalo__chest	4	reload_speed	2
magnamalo__chest	6	blast_resistance	1
magnamalo__arms	4	blast_attack	1
magnamalo__arms	6	blast_attack	2
magnamalo__waist	4	blast_resistance	1
magnamalo__waist	6	hellfire_cloak	1
magnamalo__legs	4	blast_attack	1
magnamalo__legs	6	sneak_attack	1
malzeno__head	6	malzeno_blood	1
malzeno__head	6	high_performance_dragon	1
malzeno__head	8	high_performance_dragon	2
malzeno__chest	6	malzeno_blood	1
malzeno__chest	6	bloodblight_cloak	1
malzeno__chest	8	bloodblight_cloak	2
malzeno__arms	6	malzeno_blood	1
malzeno__arms	6	bloodblight_cloak	1
malzeno__arms	8	resuscitate	1
malzeno__waist	6	malzeno_blood	1
malzeno__waist	6	fighting_spirit	1
malzeno__waist	8	fighting_spirit	2
malzeno__legs	6	malzeno_blood	1
malzeno__legs	6	break_attack_boost	1
malzeno__legs	8	break_attack_boost	2
mizutsune__head	5	water_attack	1
mizutsune__head	6	water_attack	2
mizutsune__chest	5	bubbly_dance	1
mizutsune__chest	6	bubbly_dance	2
mizutsune__arms	5	bubbly_dance	1
mizutsune__arms	6	resuscitate	1
mizutsune__waist	5	perfect_evade_sp_charge	1
mizutsune__waist	6	perfect_evade_sp_charge	2
mizutsune__legs	5	resuscitate	1
mizutsune__legs	6	resuscitate	2
namielle__head	6	namielle_wave	1
namielle__head	6	reload_speed	1
namielle__head	8	recoil_down	1
namielle__chest	6	namielle_wave	1
namielle__chest	6	latent_power	1
namielle__chest	8	critical_boost	1
namielle__arms	6	namielle_wave	1
namielle__arms	6	critical_eye	1
namielle__arms	8	weakness_exploit	1
namielle__waist	6	namielle_wave	1
namielle__waist	6	water_attack	1
namielle__waist	8	water_attack	2
namielle__legs	6	namielle_wave	1
namielle__legs	6	perfect_evade_attack_boost	1
namielle__legs	8	perfect_evade_attack_boost	2
nargacuga__head	5	fighting_spirit	1
nargacuga__head	6	focus	1
nargacuga__chest	5	critical_boost	1
nargacuga__chest	6	lock_on	1
nargacuga__chest	8	critical_boost	2
nargacuga__arms	5	buildup_boost	1
nargacuga__arms	6	buildup_boost	2
nargacuga__arms	8	buildup_boost	3
nargacuga__waist	5	evasive_reload	1
nargacuga__waist	6	evasive_reload	2
nargacuga__waist	8	peak_performance	1
nargacuga__legs	5	buildup_boost	1
nargacuga__legs	6	artful_dodger	1
nargacuga__legs	8	buildup_boost	2
nergigante__head	6	nergigante_greed	1
nergigante__head	6	critical_eye	1
nergigante__head	8	artful_dodger	1
nergigante__chest	6	nergigante_greed	1
nergigante__chest	6	sneak_attack	1
nergigante__chest	8	evade_extender	1
nergigante__arms	6	nergigante_greed	1
nergigante__arms	6	offensive_guard	1
nergigante__arms	8	guard	1
nergigante__waist	6	nergigante_greed	1
nergigante__waist	6	attack_boost	1
nergigante__waist	8	partbreaker	1
nergigante__legs	6	nergigante_greed	1
nergigante__legs	6	reload_speed	1
nergigante__legs	8	recoil_down	1
nightshade_paolumu__head	5	sleep_enhancement	1
nightshade_paolumu__head	8	sleep_enhancement	2
nightshade_paolumu__chest	5	focus	1
nightshade_paolumu__chest	6	sleep_resistance	1
nightshade_paolumu__chest	8	focus	2
nightshade_paolumu__arms	5	sleep_attack	1
nightshade_paolumu__arms	6	sleep_attack	2
nightshade_paolumu__waist	5	sneak_attack	1
nightshade_paolumu__waist	6	evade_extender	1
nightshade_paolumu__waist	8	sneak_attack	2
nightshade_paolumu__legs	5	sleep_enhancement	1
nightshade_paolumu__legs	6	abnormal_status_enhancement	1
odogaron__head	4	feat_of_agility	1
odogaron__head	6	feat_of_agility	2
odogaron__chest	4	critical_eye	1
odogaron__chest	4	bleeding_resistance	1
odogaron__chest	6	critical_eye	2
odogaron__arms	4	feat_of_agility	1
odogaron__arms	4	bleeding_resistance	1
odogaron__arms	6	bleeding_resistance	2
odogaron__waist	4	critical_eye	1
odogaron__waist	6	perfect_evade_sp_charge	1
odogaron__legs	4	perfect_evade_sp_charge	1
odogaron__legs	6	perfect_evade_sp_charge	2
paolumu__head	3	concentration	1
paolumu__head	4	windproof	1
paolumu__chest	3	recoil_down	1
paolumu__chest	6	recoil_down	2
paolumu__arms	3	concentration	1
paolumu__arms	4	divine_blessing	1
paolumu__arms	6	concentration	2
paolumu__waist	3	divine_blessing	1
